tweet_id,author_id,incoming_text,brand,intent_hint,in_response_to_tweet_id,historical_resolution
2130909,441736,@AmazonHelp Believe it or not but I'm waiting for @115850 customer care to magically solve all the issues I've with the device 😐,AmazonHelp,,2130907,@441736 I understand your concern. Please elaborate on your issue here so we can understand this better. ^NR
436368,218635,@AmazonHelp I know.furture i can't share. but 200%  i can't accept that Agent action.@115850 what action take that irresponsible Delivery Agent???,AmazonHelp,,436366,"@218635 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^JS"
1739854,525030,@115850 Disgusted by ur services! Ur customer care agent CANCELLED my order WITHOUT my consent. Moreover order ws accepted WITHOUT stock!,AmazonHelp,,,@525030 your details here: https://t.co/cQVomR1pWz and we'll sort this for you at the earliest. 2/2 ^KH
787506,307854,@115851 @115850 @AmazonHelp I am really disappointed by the service regarding order # 406-5912107-3797119 #Fake claims #Patheticservice,AmazonHelp,,,"@307854 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
2793013,779459,@AmazonHelp Lol what a joke. It was never delivered. Lol,AmazonHelp,,2793014,"@779459 We'd like to look further into this with you, Matthew. Please reach out to us here: https://t.co/hApLpMlfHN. ^WJ"
842264,320337,"I made an order on @115821. Showed me an estimate of arrival, after the checkout I received a different one, I have prime account. #nothappy",AmazonHelp,,,"@320337 Hi, sorry to hear that. What delivery option did you choose during checkout? ^JJ"
2252908,656312,"@AmazonHelp Amazon Logistics keeps delivering my packages to the same number house, one street over. I like getting to know my neighbors - but I like my packages more!",AmazonHelp,,,@656312 I'm sorry this keeps happening! We'd like to have our Logistics team investigate this. Please send us your order details here: https://t.co/qMKdbjGPrc ^MB
2470093,706550,@AmazonHelp It says it should have been delivered but I haven't received this item.,AmazonHelp,,2470092,@706550 did yoiu have a safe place set up? ^AS
1866904,210101,"@115850 @AmazonHelp After purchasing Echo Plus, when will prime membership will be activated ?",AmazonHelp,,,@210101 We'll provide more insight on this once the device ships. Did you get a chance to place the order? ^HK
2682208,754527,"Halloween costume hasn’t arrived from @115821 yet, fuming paid for two day delivery and it was meant to be here yesterday!",AmazonHelp,,,"@754527 I'm sorry for any trouble, Harriet! What does the current tracking status indicate here? https://t.co/aaDyEz1VgE ^FD"
2290060,665261,@115821 Hey there! Is it possible to get a Select All option for Recently Added in Prime Music?,AmazonHelp,,,@665261 Thank you for this suggestion! You can provide Prime Music feedback here: https://t.co/3xOLO3EcGD ^LR
2831549,788394,@115821 checkout isn't working on #CyberMonday. What gives?,AmazonHelp,,,"@788394 Hey there! Please try refreshing your browser and if you're still experiencing trouble after that, try restarting your device. Hope this helps. ^AP"
2598524,735681,@AmazonHelp On the German amazon.de i received trackinginfo from a product i ordered but i already got it 2 days ago. It says it will be arriving on november 21. What is wrong here?,AmazonHelp,,,"@735681 Seems like a data hick up. Please be patient until the information is updated. At least, you're lucky it's not the other way around. 😉 If you want our customer service to make a note in the order, please reach out to them via https://t.co/5RHhEVutwe Kind regards ^UK"
1808121,543199,"Amazonっちなんか、買ったやつ届かんけどどうした？わら

え？よーわからんわ",AmazonHelp,,,@543199 お届け予定日の最終日を経過している場合は、お手数ですがAmazonが発送する場合→https://t.co/J6YEizo6qC、出品者が発送する場合→https://t.co/ZXCXcbN3Tv をご参照の上お問い合わせください。SK
129202,145088,@115850 Can you please luk in the return of Order ID 171-6310873-4416326:. It was scheduled 2 months ago. Bt the seller neither responded or picked up. the mail Id vch ordered does nt have twitter. Also mailed 10 times to @115850. no reply. @118702 @4030 @6047,AmazonHelp,,,@145088 consider it to be personal information and our Twitter page is visible to the public 2/2 ^AP
2391850,688856,@AmazonHelp いつまででしょうか？,AmazonHelp,,2391851,@688856 誠に恐れ入りますが、再開の有無や時期は未定のためご案内させていただくことができません。　SM
239497,172906,"@AmazonHelp it would be great if we could specify that you don't use @118706, another delivery wasn't made on time and I constantly receive mail that has been sorted incorrectly.",AmazonHelp,,,@172906 I'm so sorry for the frustrating experience! We'd like to look into this ongoing issue with you more. Please reach us by chat/phone here: https://t.co/hApLpMlfHN ^HS
936711,342055,"@AmazonHelp my husband received two parcels this week he didn’t order, he doesn’t even have an account, is this a scam????",AmazonHelp,,,@342055 I'm sorry for the unexpected parcels! We can look further into this with you here: https://t.co/zYVX1Qi29G ^WJ
1135894,214833,@AmazonHelp Your delivery timeline was 21-24 oct. so technically it's not late. But I wonder how it will reach in 2days if it hasn't been shipped as yet,AmazonHelp,,1135895,"@214833 Please be informed, orders are shipped and delivered as per the estimates provided. Request you to wait till the date. ^GS"
2847401,791910,@115830 I’m struggling to find how to return something please can you help?,AmazonHelp,,,@791910 Sure thing! You can find the Online Returns Centre here: https://t.co/uPEGRnrkgT ^TR
673138,280563,@AmazonHelp Hi that’s how I originally emailed about my order so I don’t see the point in sending another one,AmazonHelp,,673137,"@280563 We are unable to see account information here, so you can ask for an update on the investigation with our customer service via chat, phone or email.^SM"
2761710,772656,"@AmazonHelp No, puesto que leyendo críticas de otros usuarios veo que no sirve de nada. La última vez que tuve problemas con esta compañía aún entregaron el paquete, aunque fuera un sábado, ignorando así el “no quiero en entregas los sabados”. Nunca he tenido problemas con otras compañías...",AmazonHelp,,2761711,"@772656 Cada caso es diferente, Laura. Te recomendamos seguir las instrucciones que la misma página web te da para resolver la incidencia con la entrega del paquete. Saludos, ^AR"
2786315,777908,"Hmm, having problems with @115833 and @115888. Alexa is unable to play any artist, ""Cannot find songs by x"". Playlists work fine. Any suggestions?",AmazonHelp,,,"@777908 What phrase are you using with Alexa? Regards, ^AN"
1557643,481482,"@AmazonHelp Ok thanks, my shipping date was yesterday hopefully everything is get sorted soon",AmazonHelp,,1557642,"@481482 If it doesn't ship by the date shown, it won't affect it being late. We may ship as late as the estimated delivery date. ^MG"
888309,330917,@115830 Got an item that its broken want to exchange for the same item how can I do it????,AmazonHelp,,,"@330917 Hi, sorry to hear that. Have you checked the options available here:  http:https://t.co/5RcjVPJgUP? ^JJ"
726385,293997,@115850 product not delivered but status updated as recd by customer! Number blocked for raising complain after 5 calls. No reply 2mails,AmazonHelp,,,@293997 I apologize for the unpleasant experience. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^VH
2529235,720088,"@AmazonHelp Order date was 9th aug, and says delivery date 20th. Yet release is 17th",AmazonHelp,,2529234,@720088 I'm sorry this is not arriving as expected. Please let us know if this date changes in the future. ^RR
1381760,441597,"@115850  Order no 171-8193451-3278763, Product delivered on 25 Oct. Payment made by cash. Courier boy use his debit/credit card after del. https://t.co/GubeUVZ4QE",AmazonHelp,,,"@441597 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
1423809,450852,Hey @115850 I paid extra to have this item delivered for my dad’s birthday today. The fuck is this shit ? https://t.co/S1kxLBHYxZ,AmazonHelp,,,@450852 here: https://t.co/v2dN8idca6 and we'll be happy to help. 2/2 ^SH
288609,184764,"@AmazonHelp yes I did, when I try to view or edit the order it won't let me change the payment option, even if I add a new one",AmazonHelp,,288608,@184764 Thanks for the information. We've responded to your DM. ^GG
701362,287426,"@AmazonHelp If only there was one... ""We’re sorry to tell you that there may be a delay in delivering your order. Please allow an additional day or two for the parcel to arrive.""",AmazonHelp,,701363,"@287426 Was the item sold by a third-party seller or Amazon? Have you tried to reach out to us here, Liam: https://t.co/JzP7hlA23B for real-time assistance with this? Keep us updated! ^FR"
2863376,316303,This is just another typical @115821 driver making deliveries #onthewrongsideofstreetagain #watchyourkidsbecausetheydont https://t.co/OwgLecryaH,AmazonHelp,,,"@316303 Hello Kevin. I'm very sorry to see what's happened! We want to help you get this reported. When you have the chance, please fill in your details here: https://t.co/P1av8ZWLV3 and a specialist will contact you as soon as possible. ^HC"
483071,229896,@AmazonHelp Oui j'ai vu avec eux. Merci !,AmazonHelp,,483070,@229896 Parfait ! Merci de nous tenir au courant.
786762,307685,@AmazonHelp I am getting no calling option as unable to sign in,AmazonHelp,,786761,@307685 Sorry to hear that. Kindly request you to contact us via chat/email with our support team here: https://t.co/vlvfJr4nN9 ^RB
2881292,799502,@AmazonHelp this is the second time amazon disappointed me .never expected this from amazon,AmazonHelp,,2881299,"@799502 I'm sorry, this was never intended. Did you report this to our customer service team? ^SI"
1486656,465249,"@AmazonHelp Okay, thank you. I have another question about an order that shows it was delivered and wasn't. Another package was delivered by UPS.",AmazonHelp,,1486655,@465249 Sorry to hear this. Here's some info that may help: https://t.co/ZiZNv5l5nx Keep us posted. ^PK
2681964,466116,"@AmazonHelp Es kann wohl kaum mein Problem sein, wenn Eltern ihre Kinder vor dem Fernseher parken wollen. In meinem Haushalt gibt es keine.
Ihr fragt die Personalausweisnummer ab um den Pin überhaupt setzen zu können - damit könnt ihr das Alter verifizieren und die Einstellung ggf. anpassen.",AmazonHelp,,2681965,"@466116 Dein Feedback dazu gebe ich natürlich gern weiter. Ob und wann sich hier was ändert, kann ich aber keider nicht sagen. Liebe Grüße ^MF"
1683576,511734,@116090 thanks for screwing up not one but two of my orders!,AmazonHelp,,,"@511734 Hi, sorry to hear that, can you tell us a bit more without sharing any personal or account info? ^JJ"
2636847,744260,@119625 when is 3rd season of Mr. Robot going to be available?,AmazonHelp,,,@744260 We will continue to add new content. Keeping checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^SV
2019828,597298,@115821 I wrote an honest feedback about a damaged product I received. Amazon deleted it. I asked why and no response for 5 days,AmazonHelp,,,@597298 it doesn't meet the guidelines mentioned here: https://t.co/NL0u2rPBfv. (2/2) ^HD
2410484,693043,@115850 @AmazonHelp This is the screenshot of the delivery report I have received from you on delivery https://t.co/S2DsgtJa57,AmazonHelp,,2410489,"@693043 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^RI"
1659309,506253,@AmazonHelp @506254 神対応で草,AmazonHelp,,1659310,"@506253 @506254 お届け時の状況として、本来あってはならないことでございます。
何かあればいつでもご遠慮なくカスタマーサービスまでお問い合わせください。　MH"
1760557,529873,@AmazonHelp @AmazonHelp it didn't turn up :(,AmazonHelp,,1760555,@529873 Let's find out what is going on with your book in real time here: https://t.co/JzP7hlA23B ^JZ
440946,219620,"@AmazonHelp Orders 111-1160741-5677057, 111-1667431-2213828, 113-5225745-4764247, 113-1867452-8079446, 113-1608429-3881824, 113-2424670-2520233. Did I ever sign up to be your pre-alpha tester?",AmazonHelp,,440947,@219620 We don't have access to account info via Twitter! Please provide us your details: https://t.co/4HWV739zTn so we can help! ^KJ
1342559,433125,@115850 @AmazonHelp please help with this error urgent. https://t.co/wLuwbynjft,AmazonHelp,,,@433125 Looks like this product is not available for a delivery at your pincode. Please try alternate address. ^JS
460099,224326,"@AmazonHelp Ugh yeah, y'all missed the ""guaranteed delivery date""... And no new delivery date.",AmazonHelp,,460098,@224326 Thanks for the update. What does the most recent tracking information state here: https://t.co/q4LAMZ3tbE? ^GG
78724,133560,密林からの支払い番号が来ない:( ;´꒳`;):,AmazonHelp,,,@133560 お支払い番号は、出荷準備が開始される段階で発行されるため、発行のタイミングは商品によって異なります。（ご予約商品やお取り寄せ商品など、発行までお時間がかかる場合もございます。） https://t.co/w7pekJAmOO 恐れ入りますが、今しばらくお待ちください。RI
2298720,667259,@AmazonHelp But I took the membership primarily to watch @15710 . Request you to please the more episodes soon.,AmazonHelp,,2298719,"@667259 We have not made any announcements yet, Shubham. Please stay tuned for updates on this. ^KS"
50767,127389,@115821 @120533 @AmazonHelp @127390 #TurtlesAllTheWayDown Et je ne pense pas être la seule...? Has this happened to someone else? https://t.co/cnkB2p99RQ,AmazonHelp,,,"@127389 Bonsoir, je suis désolée pour cela. Avez-vous passé votre commande sur Amazon.fr ? ^SB"
2911692,246251,@115821 are you guys offering anything for Prime members who aren't getting 2 day free shipping?,AmazonHelp,,,"@246251 Hi there, Karl! Do you have a recent or current order that missed the delivery date that was provided in the confirmation e-mail? You can check here: 
https://t.co/QviHLQfzBX &lt;https://t.co/eXnVKSM6YN&gt;​ Please let us know!"
561647,251432,"@AmazonHelp @115830 hey Amazon, do you think you’ll ever deliver my Nintendo Switch bundle from Cyber Monday? It’s kinda been 5 days and I’m still waiting... also it’d be fantastic if the managers in Customer Services called back when they said they would.",AmazonHelp,,,"@251432 I'm so sorry your order hasn't arrived! We'd like to help if we can. Please let us know the latest tracking scan shown here: https://t.co/ijxJ9jCwr9. When you spoke with us previously, what options or information were provided? Did we miss a promised follow-up call? ^JN"
2184585,639859,"@115821 is on my bad list today. Their new delivery system not only failed to get my stuff to me, it sounds like their driver just handed my package to any passersby who was willing to forge my signature!

I was 3 states away when this happened!!",AmazonHelp,,,"@639859 Oh no! I'm so sorry for the delivery trouble you've had. In this case, please contact us directly by phone or chat and we'll gladly help investigate resolution options: https://t.co/hApLpMlfHN ^SD"
2679353,753907,Dear @AmazonHelp I had ordered something.&amp; u didn't deliver. Then I had a chat with ur https://t.co/i0mH6A2HvK ex. &amp; told him to deliver as soon as possible. But he canceled my order.he mayn't understand the conversation.But hope...this won't happen again.,AmazonHelp,,,"@753907 Sorry to know about the order cancellation. Please place a new order and I'm positive the order would be delivered without any hassle. Also, I'll take this as a feedback and forward to the concerned team internally to avoid such instances, ^KA"
419027,214943,@AmazonHelp I find this argument meaningless. If u r not interested in resolving the issue just say so. Even aftr writing to ur customer care no action,AmazonHelp,,419026,"@214943 details in the link mentioned earlier by ""HK"" and we'll reach out to you soon. (2/2) ^GK"
2768336,774063,Bravo les promos @120533 ... https://t.co/0pFMv7xapW,AmazonHelp,,,"@774063 Bonjour, navrée pour cela, pouvez-vous nous communiquer le lien vers l'article en question s'il vous plaît? 
^SA"
694383,285580,@AmazonHelp Filled the form hope to get my refund .,AmazonHelp,,694384,@285580 We have received your details. We'll get back to you on this at the earliest. ^SC
2968330,818824,When you order things on amazon for 2 day delivery and that 2 day guarantee is more of a guesstimate... come on @115821,AmazonHelp,,,"@818824 I'm sorry for any delay! We always aim to meet the date provided during checkout, and on the order confirmation e-mail. To confirm, has your order missed the delivery date provided on your confirmation e-mail: https://t.co/xseeqTGS18? ^MB"
2364700,679671,@AmazonHelp got an email about a password change and I didn’t request one....,AmazonHelp,,,@679671 Hey there! If you think an email that identifies as being from Amazon looks suspect refer to this: https://t.co/h4f5KvFYV0 ^CH
2894662,802205,"@117086 Sabe, sempre me surpreendo positivamente com a @117086. Vocês realmente têm um serviço EXCELENTE. &lt;3",AmazonHelp,,2894663,"@802205 Quanto amor, Amanda ❣️😄 Muito obrigada pelo feedback, conseguiu aproveitar das ofertas da Black Friday? ^VL"
2539613,722221,@AmazonHelp お世話になっております。ご丁寧に返信いただき恐縮です、誠にありがとうございます。お支払番号を確認次第、早々に支払い手続きをさせていただきます。お忙しいところ申し訳ございませんが、メールお待ちしておりますので、宜しくお願いいたします。^ - ^,AmazonHelp,,2539614,@722221 とんでもないことです。お待たせしているところ恐れ入りますが、よろしくお願いいたします😌 EK
450787,221879,@116875 el día martes realicé una compra con valor de $408.55 y el día miércoles otra vez me hicieron el cargo por la misma cantidad... ¿Me podrían explicar el porqué el doble cargo?,AmazonHelp,,,"@221879 Hola Helena, te comento que en Amazon cobramos solo al momento del envío. Antes, podemos realizar una autorización de tu compra, esto para verificar tu forma de pago, la cual, debe ser liberada por tu banco. Puedes contactar a tu banco para más detalles. ^LG"
2952297,815198,"@119356 Hey, how long do I have to wait for that amazon echo invite email? Already 4 days passed",AmazonHelp,,,"@815198 I get your concern about the invite. We're still sending out invitations, so you don't need to apply again if you already requested for an invitation. ^SV"
759734,301530,When will @5903 contest results are coming out which was conducted at the end of August? @115850,AmazonHelp,,,"@301530 Winners will be announced on 30th September, 2017. ^PS"
2703130,239972,@AmazonHelp It does not give the link for live chat?,AmazonHelp,,2703129,@239972 The chat will pop up once you choose your order and the issue you're having. It will pop up as option 3. ^DG
2544871,723375,"@AmazonHelp Bitte den Tweet richtig lesen: da steht ""leihen"", nicht ""kaufen"". Und ich brauche weiterhin keine Antwort von euch, das ist wirklich okay. Danke!",AmazonHelp,,2544869,@723375 Habe es nur gut gemeint 😇 Kauf- und Leihoption sind gekoppelt.  Feedback gebe ich aber gerne weiter! Sorry fürs Einmischen 😖 ^MI
927475,340065,@AmazonHelp thanks for posting this early and free of charge! 😁 https://t.co/7XIpwKCtfh,AmazonHelp,,,@340065 That's fabulous! No problem! 😁 ^AB
2935809,811656,@AmazonHelp This. https://t.co/GzbD9IjTgE,AmazonHelp,,2935813,@811656 I am sorry you are having this issue! What device are you using? Are you seeing this on a different device? ^DJ
2317946,619840,"uuuuuuuuh run that by me one more time, amazon?

Arriving 4 days after release when I have it pre-ordered? Hell, even if it wasn't pre-ordered, 4 days when I have Prime is...bad. https://t.co/0rffX9NWaj",AmazonHelp,,,"@619840 Hi Ryan, I'm sorry to hear you haven't received your order yet. Can I ask if you received an email to let you know why there was a delay? ^KI"
677635,281650,@AmazonHelp That issue got sorted. Thanks 😇,AmazonHelp,,677636,@281650 Great! We're glad that this is resolved. ^KK
1244381,411935,@AmazonHelp New date of the 25-27,AmazonHelp,,1244380,"@411935 Thank you for confirming, Bob! I'm very sorry about this delay. Please keep us posted on delivery by end of day Friday! ^SD"
2515834,716686,@AmazonHelp UPS. UPS says it is on Amazon.,AmazonHelp,,2515833,@716686 Thank you for the update on the carrier for your order. Do you know if the order itself was fulfilled/shipped by Amazon or a third-party seller on Amazon? ^GM
2343973,677885,"@AmazonHelp Nothing inside package's, have attached pics of outside info https://t.co/Z45G9XEwr4",AmazonHelp,,2343974,"@677885 Thanks for confirming, Sandra! You'll be able to find more helpful info about next steps here: https://t.co/I6XOt0r36O ^SD"
64046,130704,"@AmazonHelp No.  I spent an hour waiting on hold with UPS today, and they told me they'd make sure it got out tomorrow. But just now I got an email saying Friday.",AmazonHelp,,64045,"@130704 I am very sorry to hear this Barry. Can I ask, who is the seller of this item please? You can find this info here: https://t.co/Y5jpI9gRhE.^GA"
2807512,782986,@128308 Product with beta software. Facing subtitle issue 4 last 15 days. Tech team unaware of soln.,AmazonHelp,,,@782986 May I know if the issue is with a particular title or with all the titles? ^SH
2759748,277291,"@AmazonHelp por que eres asi, yo te queria comprar 😪 ayudaa https://t.co/IXTbCNjlvQ",AmazonHelp,,,"@277291 ¡Hola! Un pago se puede rechazar por varios motivos, acá puedes ver más info: https://t.co/m42mIfJRQf. Es tu banco quien podrá darte más detalles de la razón ^AR"
2733939,766286,"@AmazonHelp C'est normal apparemment. De plus le point de livraison est fermé le lundi, je ne vois pas comment je vais pouvoir être livré avant 20h...?!",AmazonHelp,,2733938,"@766286 Lorsque vous avez choisi ce point, vous étiez au courant que ce dernier sera fermé ? ^AR"
2465498,705551,"@AmazonHelp No, no reply to my email as yet. I spoke to the courier company who confirmed wrong address and still hasn't come back to me either.",AmazonHelp,,2465497,"@705551 Hi Ruth, glad to hear that you've been able to email us about this. You should receive a response to help get this resolved. Please keep us informed about the outcome. ^PJ"
1181637,397889,@AmazonHelp ...both 15+ minutes of our call so far.,AmazonHelp,,1181635,"@397889 Please keep us posted on the outcome of your call, we want to be sure you're taken care of. ^JA"
1510789,470664,@115850 echo plays from #AmazonPrimemusic but its not launched in India? When will it be launched?,AmazonHelp,,,@470664 We do not have any announcement for this as of now. Please stay tuned for any update. ^SG
2388027,688095,"@AmazonHelp I ordered several graphics cards from you back in June and July. They are in stock, so why can't you complete my order?",AmazonHelp,,,"@688095 Hi Shaun, I'm sorry to hear there is a problem with your order. We can't look into your orders here. Please contact us to look into this further for you: https://t.co/JzP7hlA23B ^KK"
1525944,473918,"@AmazonHelp  How does my package get sent with the wrong tracking ID, and I don’t get the correct wrong sent to me after?",AmazonHelp,,,"@473918 Just to clarify, were you sent the wrong item? If so, were we able to help get this corrected for you? ^VS"
296765,186694,@AmazonHelp so I ordered something 2 weeks ago paid 56 bucks for prime shipping and I still haven't gotten it???? I want my money back,AmazonHelp,,,"@186694 We're here to help, Chayse! Just to clarify, can you tell us if the delivery date has passed: https://t.co/PyACxvY8Qo? ^AL"
378460,205811,"It was very pathetic experience with Amazon.
I have received the headset broken.
I am very disappointed with Amazon.@115850 https://t.co/ey8qRLcN1L",AmazonHelp,,,@205811 We're sorry to see this. Please contact us here: https://t.co/vlvfJr4nN9 and our support team will get this sorted soon.^RS
1123635,384985,@AmazonHelp I had ordered all these items and they themselves got can celled. Without any intimation from my end. Those were Diwali gifts,AmazonHelp,,1123634,"@384985 My apologies for the trouble, Danesh. Kindly fill in your details here: https://t.co/dhgrJ6nyyn and we will get back to you. ^KS"
1513378,218392,When u buy something from @115821 And it's pending delivery but links you to a different seller where it's in stock? Why ain't you got it?,AmazonHelp,,,"@218392 I'm sorry, we can't send a seller's inventory. You may be able to cancel and re-order from the seller, if you'd prefer. ^GR"
1755290,528615,"@AmazonHelp I had called you but was denied any help.
So pls people avoid Amazon and their Amazon pay their offer is bogus ones.
#AvoidAmazon",AmazonHelp,,1755288,"@528615 I'd like to personally help you. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR"
1674830,509586,@115850 why take 100rs extra from me when it's been over a week and my order have not arrived?,AmazonHelp,,,@509586 Sorry about the delay in delivery. Did you report this to our support team here : https://t.co/vlvfJr4nN9 ? ^AS
1102601,380180,@117086 vcs são muito ♥️,AmazonHelp,,,"@380180 Olá, Thaynan! Muito obrigado! 🙈 O que a gente fez para receber essas palavras? ^CR"
395478,206064,"@AmazonHelp I could not change the country code to +1 for USA, its by default +91.",AmazonHelp,,395477,"@206064 I see what you mean, Jadon! Try reaching our Employee Resource Center directly at 1-888-892-7180. Please keep us posted! ^SD"
1332110,430768,@AmazonHelp Yet it's shipped ???? https://t.co/AzgmJ9f07P,AmazonHelp,,1332109,"@430768 We'd like to get a closer look into what's going on, please reach us directly here: https://t.co/hApLpMlfHN ^NC"
717162,291511,At least send me an email next time and tell me that it’s not coming. @117795,AmazonHelp,,,@291511 I'm sorry for the issue with Prime Now! Please reach out to us using the contact option in the app and we can look into this! ^WT
1599622,491196,"@AmazonHelp ""Nous avons supprimé l'accès a votre compte"" et vous me demander de vous fournir relevé de ma carte et une piece d'identité",AmazonHelp,,1599620,"@491196 compte, afin de débloquer la situation, je vous invite à suivre la démarche indiquée. Merci pour votre compréhension. 2/2 ^RA"
2843702,791110,@AmazonHelp great packaging here... https://t.co/gqIwyqOgZq,AmazonHelp,,,"@791110 I'm sorry your order arrived in this condition. Was the book damaged at all? Also, please be sure to submit your packaging feedback here: https://t.co/lSVN3kb44b ^AN"
2011964,594938,@AmazonHelp It’s saying we are unable to find ur order and the call is been disconnected,AmazonHelp,,2011963,@594938 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD
1556290,481175,"@115850 Have you stopped delivering to Sikkim? 737101, 737102.. none are supported, Prime or not.",AmazonHelp,,,@481175 Request you to place order with different pin codes. Please do keep us posted for any further assistance. (2/2)^MN
685744,283696,@AmazonHelp Till what time,AmazonHelp,,685745,@283696 Please be assured that we're working on it and we'll get back to you soon with an appropriate resolution. ^SY
1706327,517134,@AmazonHelp Pls msg me a working pin code so tht I can also see. BTW ur customer care has checked &amp; confirmed tat no pin code is working. A tech glitch,AmazonHelp,,1706324,@517134 Sorry to know you're unable to place the order. Please share your pincode with us. We'll check &amp; assist. ^SV
2307120,175571,@AmazonHelp I figured it out. It seems that I have two accounts under two different email addresses. One that I use and one that I never use and didn’t know I had,AmazonHelp,,2307119,@175571 Oh I see. Reach out to us here so we may send you a request to close the account you are not using: https://t.co/hApLpMlfHN. ^SY
1844443,303993,@AmazonHelp i rang up once last week to sort out a parcel and now i keep getting loads of calls at really early hours how do i stop this https://t.co/peFEPC9gEW,AmazonHelp,,,@303993 Can you please reach us here:  https://t.co/JzP7hlA23B so we can look into this for you.^CD
453219,222536,@AmazonHelp And let down. Delayed until at least the 6th? Really?,AmazonHelp,,453217,@222536 Sorry for the wait! Sometimes unforeseen circumstances can cause delays. Please let us know if your order does not arrive by the 6th so that we can take a look into this with you. ^SM
2179014,638614,"@AmazonHelp lots of weird stuff has been happening to my account, something that I didn’t order has just been dispatched to my address and I’ve checked and my email has been changed twice without my knowledge of it whatsoever.",AmazonHelp,,,"@638614 Sorry to hear that, are you able to sign in to your account at the moment? ^JJ"
786522,297526,@AmazonHelp We received an email to sort this out. Thank you for your assistance!,AmazonHelp,,786521,@297526 You're welcome. Do keep us posted for any further concerns. ^GK
2809431,783522,"Amazonで頼んでたDVD届いてたぁーヾ(●´∇｀●)ﾉ
早速【美女と野獣】観る(≧◡≦)!! https://t.co/7Bns6fZcw7",AmazonHelp,,,@783522 ご利用ありがとうございました！（ごゆっくりお楽しみくださいませ～♪）Oo｡.(´-`*) TN
1173002,395894,"@115821 help! I'm trying to order a costume and everything is prime, but 2-day shipping is guaranteed delivery date 10/31. Why!?",AmazonHelp,,,@395894 Hey Noelle! Our shipping speeds are based on transit time and not order preparation time. Does the item say it ships later? ^AJ
1384281,442143,@AmazonHelp Thanks. Will do!,AmazonHelp,,1384280,@442143 You're welcome Joe. ^NV
111943,140861,"@AmazonHelp Si, lo tengo, supuestamente llegaba entre hoy y mañana y ahora va a llegar la semana que viene.",AmazonHelp,,111944,"@140861 Entiendo, ¿has recibido un correo indicándote el motivo del cambio de la fecha estimada de entrega? ^DA"
2396363,191056,"@115821 Second delivery today YOUR people threw a box of cookies on the walkway in plain view NOT EVEN THE PORCH, no doorbell ring. Your delivery drivers are rude and fucking incompetent.",AmazonHelp,,,"@__C_A_R_T_E_R__ I'm so sorry your packages were handled this way! We'd like to escalate this for you! When you have time, please provide your order details here: https://t.co/xO14vHQQOf ^AR"
2870703,298069,@AmazonHelp Just called and spoke with Erika. They are going to look into the driver but doesn’t make up for me having to spend $30 at Target and make an unnecessary trip,AmazonHelp,,2870702,@298069 Sorry to hear about the issues. We'll be sure to get this looked into.^PJ
2855101,759216,@116439 After I start up an app it likes kicking me out &amp;&amp; making me do it twice,AmazonHelp,,2855100,"@759216 That's strange! Please reach us by phone here: https://t.co/hApLpMlfHN, for real-time troubleshooting. ^JM"
2418729,694937,@116439 why does it keep restarting while using Plex tv!! Very annoying indeed!!!!,AmazonHelp,,,"@694937 Sorry to hear. Have you tried restarting? If  the problem still persists, please reach out - https://t.co/JzP7hlA23B ^TP"
757773,301084,"@AmazonHelp Your specialist team did nothing they are not providing me any information regarding delivery.
They just passing time",AmazonHelp,,757772,@301084 That's quite a comment. We understand there has been a delay in delivery. Rest assured our team would reach out to you soon. ^VM
2686026,117084,"@AmazonHelp parece ser que la compañia que tneis contratada que debia traerme el pedido ayer, tampoco viene hoy https://t.co/VfBr7mRGch",AmazonHelp,,,"@117084 Hola Zainda. Lamentamos lo acontecido. Nos informarías, ¿has intentado contactar al transportista para verificar que sucedió? ^HC"
1892139,564195,@115821 you have 32 minutes to deliver my package! I’m counting on you!,AmazonHelp,,,"@564195 Thanks for reaching out! We strive to meet our delivery dates, but if you don't receive your package please let us know! ^AR"
315306,191268,"@AmazonHelp None, we just found it in our tracking on the app. Potentially a mistake and it is coming today?",AmazonHelp,,315305,@191268 What does the tracking advise? ^NV
1570853,484391,"@AmazonHelp hello, I need to complain I bought from an Amazon Seller but can’t find how to message them directly?",AmazonHelp,,,"@484391 Hi, Charlie. When you visit this order here: https://t.co/aaDyEz1VgE, do you see a yellow ""Get help with order?"" button? ^LB"
1770509,532249,Preordered #SonicForces for my little sister long ago from @115821 and it came with the seal subtly opened and the game quite clearly stolen. What the hell is that about? #AmazonLogistics https://t.co/AQiNPAd4NX,AmazonHelp,,,@532249 Oh no! This is not good. Let's get this fixed in real time. Please call or chat with us here: https://t.co/yvUz6GWiM6 ^BA
